customer_id,order_date,product_category,order_value,session_count,pages_viewed,device,payment_method,returned,discount_pct,age_group,region
2020,2024-10-22,Sports,105.08,3,6,Tablet,UPI,0,0,18-24,East
4844,2023-06-05,Electronics,149.18,6,5,Desktop,UPI,0,5,55+,East
4573,2023-07-19,Fashion,84.03,4,7,Desktop,UPI,0,10,25-34,Central
6442,2024-07-27,Electronics,127.83,4,8,Mobile,UPI,0,15,35-44,North
8914,2023-06-26,Electronics,117.31,4,8,Mobile,Credit Card,0,5,35-44,South
7058,2024-11-30,Beauty,41.33,3,5,Desktop,Credit Card,0,10,25-34,Central
8951,2023-02-05,Electronics,228.73,4,6,Desktop,Debit Card,0,15,45-54,Central
9802,2024-01-30,Home & Kitchen,73.52,5,7,Desktop,UPI,0,0,18-24,South
9520,2024-10-05,Fashion,81.68,5,7,Desktop,UPI,0,0,55+,North
1546,2024-11-05,Electronics,89.95,2,9,Mobile,UPI,0,10,25-34,West
9530,2023-12-02,Books,5.0,8,9,Tablet,Debit Card,0,10,25-34,Central
4181,2023-07-09,Books,16.13,10,9,Mobile,Credit Card,0,25,35-44,West
9998,2023-03-17,Beauty,39.18,5,5,Mobile,Debit Card,0,0,45-54,West
10225,2023-10-26,Beauty,55.93,7,7,Desktop,Credit Card,0,25,25-34,West
4987,2023-06-16,Fashion,54.45,5,6,Mobile,UPI,0,15,55+,South
4333,2023-05-18,Toys,57.61,4,3,Desktop,Credit Card,0,0,55+,West
3740,2024-10-02,Electronics,180.09,4,6,Desktop,Credit Card,0,0,25-34,North
5901,2024-10-15,Books,18.14,6,9,Desktop,Credit Card,0,0,55+,West
10888,2023-08-16,Toys,38.26,7,9,Desktop,COD,0,5,25-34,West
6708,2023-05-10,Fashion,34.69,4,11,Mobile,UPI,0,0,18-24,South
3082,2024-09-27,Fashion,54.57,6,9,Desktop,Wallet,1,0,25-34,East
5652,2023-05-21,Home & Kitchen,74.29,8,8,Mobile,UPI,0,20,35-44,Central
10877,2024-08-13,Beauty,43.09,7,3,Mobile,COD,1,15,25-34,West
5586,2023-02-03,Fashion,52.98,3,7,Tablet,Credit Card,0,25,35-44,North
10795,2023-05-11,Sports,83.05,7,5,Desktop,Wallet,1,0,55+,South
1260,2024-05-25,Fashion,21.42,5,7,Desktop,COD,0,5,25-34,West
4796,2023-12-12,Sports,100.93,4,5,Mobile,COD,0,20,25-34,Central
6982,2023-09-12,Fashion,59.47,6,8,Mobile,Credit Card,0,5,25-34,South
1500,2023-06-24,Books,26.11,8,8,Mobile,Credit Card,0,25,55+,South
2015,2024-04-01,Fashion,84.99,6,5,Mobile,UPI,0,0,35-44,South
9105,2024-06-06,Fashion,64.43,5,9,Mobile,Debit Card,0,10,18-24,East
8664,2023-10-04,Fashion,80.81,3,10,Desktop,Debit Card,0,10,35-44,Central
4963,2023-10-06,Home & Kitchen,91.5,5,7,Tablet,COD,0,0,25-34,East
6318,2023-03-07,Sports,78.9,6,7,Mobile,COD,0,5,55+,West
3706,2023-04-04,Beauty,32.18,4,5,Desktop,UPI,0,15,25-34,South
7135,2024-04-06,Fashion,88.99,9,7,Mobile,Debit Card,0,0,35-44,East
6781,2023-02-12,Fashion,62.62,5,7,Mobile,UPI,0,10,55+,West
3099,2023-05-14,Sports,109.06,4,5,Tablet,Credit Card,0,5,25-34,West
7386,2024-09-15,Sports,38.75,4,9,Desktop,Credit Card,0,0,55+,West
6338,2023-12-07,Home & Kitchen,61.01,4,4,Desktop,Debit Card,0,0,18-24,Central
3565,2023-10-13,Books,11.18,2,6,Desktop,UPI,0,0,35-44,East
9300,2023-12-07,Fashion,86.1,6,7,Mobile,UPI,0,0,35-44,North
6016,2023-11-18,Electronics,185.82,11,6,Desktop,UPI,0,10,55+,South
9257,2024-10-02,Fashion,23.1,3,11,Tablet,Credit Card,0,0,35-44,Central
4081,2024-11-13,Books,13.25,4,7,Mobile,Debit Card,0,0,35-44,South
5297,2024-03-07,Beauty,21.86,5,6,Mobile,Credit Card,0,0,35-44,South
6913,2024-05-23,Sports,98.77,6,4,Desktop,Credit Card,0,0,18-24,East
3948,2024-04-18,Electronics,222.47,12,8,Desktop,Credit Card,1,0,35-44,Central
9405,2023-07-23,Home & Kitchen,65.01,4,8,Mobile,COD,0,5,25-34,North
7211,2023-03-22,Fashion,10.35,3,8,Tablet,UPI,0,0,18-24,North
2040,2023-07-26,Books,5.0,3,7,Mobile,UPI,0,5,25-34,South
8988,2024-07-08,Fashion,91.45,2,10,Desktop,Debit Card,0,5,55+,South
8473,2024-04-05,Home & Kitchen,119.53,2,4,Mobile,UPI,0,20,55+,North
8559,2023-06-14,Beauty,64.93,4,7,Desktop,UPI,0,10,55+,East
1987,2023-10-27,Beauty,38.0,4,5,Desktop,Credit Card,0,0,18-24,South
4195,2024-01-09,Fashion,10.64,3,3,Mobile,UPI,0,5,35-44,Central
6099,2024-09-10,Electronics,179.44,4,4,Desktop,COD,0,0,18-24,West
1503,2024-10-13,Fashion,48.29,5,6,Mobile,UPI,0,0,25-34,West
6344,2024-11-02,Home & Kitchen,136.68,2,7,Mobile,Credit Card,0,5,35-44,Central
9947,2023-10-17,Electronics,191.16,2,8,Mobile,Wallet,0,0,25-34,West
10533,2024-02-15,Electronics,161.97,4,10,Desktop,Credit Card,1,0,35-44,East
9148,2024-01-20,Toys,29.46,3,4,Desktop,Wallet,0,0,25-34,Central
7010,2024-03-11,Fashion,92.22,9,6,Desktop,UPI,0,10,35-44,East
2381,2023-10-13,Home & Kitchen,57.09,4,5,Mobile,COD,0,10,35-44,Central
6602,2023-03-31,Electronics,66.81,5,9,Desktop,Credit Card,0,0,25-34,Central
8012,2023-02-12,Home & Kitchen,82.59,3,7,Mobile,UPI,0,25,35-44,North
4726,2023-01-09,Fashion,86.13,4,8,Desktop,Credit Card,0,25,25-34,East
2887,2024-02-05,Home & Kitchen,132.53,2,8,Desktop,Wallet,0,0,18-24,West
10515,2024-01-21,Home & Kitchen,29.6,4,4,Mobile,Credit Card,0,0,25-34,North
4809,2023-10-27,Toys,52.8,7,6,Tablet,Credit Card,0,0,25-34,South
3131,2023-07-04,Fashion,58.51,8,10,Mobile,Credit Card,1,5,18-24,North
3424,2023-01-03,Home & Kitchen,105.87,2,7,Desktop,UPI,0,0,45-54,South
6439,2024-04-02,Fashion,25.73,9,5,Mobile,Wallet,0,15,25-34,Central
6474,2024-07-17,Fashion,50.78,4,7,Tablet,UPI,0,5,25-34,South
10200,2024-07-24,Electronics,188.87,5,8,Mobile,UPI,0,5,25-34,East
2317,2024-01-02,Books,20.0,5,8,Desktop,UPI,0,10,18-24,North
7647,2024-06-22,Electronics,142.73,3,8,Mobile,Wallet,0,10,18-24,North
4216,2023-04-06,Home & Kitchen,69.16,6,7,Mobile,Debit Card,0,0,45-54,North
1016,2023-08-06,Fashion,60.13,8,9,Mobile,Debit Card,0,15,35-44,East
5670,2023-05-09,Home & Kitchen,80.72,3,9,Desktop,Credit Card,0,15,45-54,North
10994,2023-05-10,Fashion,32.85,4,7,Mobile,COD,1,0,25-34,North
3623,2023-05-31,Fashion,46.63,4,7,Mobile,UPI,0,10,25-34,South
1129,2024-02-28,Fashion,74.26,6,4,Tablet,Credit Card,1,5,45-54,East
2473,2024-06-16,Electronics,142.09,7,4,Mobile,UPI,1,5,18-24,East
10141,2023-03-13,Fashion,71.86,4,4,Desktop,Wallet,1,5,35-44,West
10260,2023-02-01,Beauty,37.35,7,11,Tablet,Debit Card,0,0,25-34,East
5311,2023-10-24,Sports,54.0,5,7,Mobile,Debit Card,0,0,25-34,South
10815,2024-07-14,Beauty,56.37,6,7,Mobile,Wallet,1,0,25-34,South
3895,2024-10-16,Books,25.15,4,4,Mobile,Credit Card,0,15,45-54,Central
3736,2023-03-23,Beauty,38.27,4,9,Mobile,UPI,0,15,35-44,South
6098,2023-10-05,Electronics,196.53,6,13,Mobile,Credit Card,0,10,25-34,East
2946,2024-03-30,Home & Kitchen,99.87,2,3,Mobile,Credit Card,0,15,25-34,South
6559,2024-09-11,Electronics,115.69,4,6,Desktop,Debit Card,0,10,25-34,Central
9808,2024-02-04,Beauty,42.65,4,10,Mobile,Credit Card,0,15,25-34,South
1300,2023-02-21,Home & Kitchen,92.07,8,6,Mobile,UPI,0,20,25-34,North
10176,2023-10-10,Beauty,47.81,7,7,Mobile,COD,0,0,18-24,East
5501,2024-10-03,Beauty,68.15,3,6,Tablet,Credit Card,0,0,35-44,North
9352,2024-11-01,Home & Kitchen,100.63,4,8,Mobile,Debit Card,0,20,35-44,West
6914,2024-07-13,Home & Kitchen,101.04,3,5,Desktop,Credit Card,0,0,35-44,North
6671,2023-07-08,Electronics,84.85,4,4,Tablet,Credit Card,0,5,55+,North
9217,2023-03-02,Home & Kitchen,164.92,3,5,Mobile,Credit Card,0,0,25-34,West
1082,2023-08-19,Books,9.7,5,8,Tablet,Credit Card,0,0,25-34,North
9364,2024-04-29,Fashion,46.74,3,9,Desktop,UPI,0,10,25-34,North
1998,2023-03-10,Toys,27.87,2,9,Desktop,UPI,0,10,18-24,East
6804,2023-05-13,Toys,30.59,5,6,Desktop,Debit Card,0,5,25-34,East
7937,2023-05-19,Fashion,38.95,4,4,Tablet,Credit Card,0,15,35-44,North
4141,2024-05-31,Beauty,14.07,4,8,Tablet,UPI,0,10,35-44,West
3882,2023-10-04,Electronics,220.78,3,13,Desktop,Debit Card,0,10,25-34,South
8362,2023-02-08,Books,15.88,6,6,Mobile,UPI,0,10,25-34,West
4084,2024-02-17,Books,5.0,6,5,Mobile,UPI,0,10,25-34,South
3045,2023-11-27,Sports,62.0,8,8,Mobile,Debit Card,0,20,35-44,South
9952,2023-03-15,Fashion,70.67,3,6,Desktop,Credit Card,0,0,35-44,South
1204,2023-04-05,Sports,25.32,3,11,Desktop,UPI,0,0,45-54,Central
6284,2023-05-05,Sports,87.32,8,6,Mobile,Debit Card,0,15,35-44,North
2552,2023-02-09,Books,22.52,3,6,Mobile,UPI,0,0,25-34,South
8816,2024-02-09,Home & Kitchen,52.15,4,6,Mobile,Debit Card,0,10,45-54,North
1824,2023-02-07,Books,22.29,3,8,Desktop,UPI,0,15,25-34,East
4748,2024-11-06,Beauty,66.01,9,5,Desktop,UPI,0,15,45-54,Central
6578,2023-03-07,Toys,35.79,6,5,Mobile,Credit Card,0,0,18-24,North
6912,2023-01-13,Electronics,120.09,4,3,Mobile,Debit Card,0,10,55+,South
8390,2024-10-30,Fashion,40.25,6,6,Mobile,UPI,0,10,45-54,West
6197,2023-03-26,Beauty,69.03,4,6,Desktop,Credit Card,0,20,18-24,Central
10030,2023-05-29,Fashion,54.99,5,9,Mobile,Wallet,0,5,35-44,Central
5695,2024-12-07,Books,18.1,3,6,Desktop,UPI,0,5,25-34,South
7768,2024-05-04,Electronics,202.82,3,11,Mobile,UPI,0,0,35-44,North
4683,2023-04-07,Beauty,49.15,9,5,Mobile,UPI,0,0,18-24,South
2961,2024-09-28,Books,8.97,2,9,Tablet,UPI,0,0,25-34,North
1937,2024-06-11,Home & Kitchen,86.52,5,8,Tablet,UPI,0,0,35-44,West
8595,2023-03-27,Beauty,32.18,3,13,Desktop,Credit Card,0,0,18-24,West
1424,2024-12-22,Sports,103.0,6,6,Desktop,Debit Card,0,0,45-54,West
4051,2024-10-13,Sports,37.77,1,7,Desktop,COD,0,15,35-44,East
3905,2023-04-28,Electronics,197.63,5,8,Mobile,UPI,0,20,18-24,Central
3694,2024-11-08,Beauty,8.62,6,9,Tablet,Credit Card,0,20,18-24,East
4595,2024-02-17,Fashion,75.56,4,8,Desktop,Credit Card,1,15,25-34,West
2267,2024-04-02,Fashion,78.59,4,11,Mobile,Wallet,0,10,35-44,North
1421,2023-01-23,Sports,44.79,5,5,Mobile,Debit Card,0,15,25-34,West
4266,2023-09-27,Home & Kitchen,107.71,8,7,Desktop,UPI,0,10,35-44,South
8017,2023-02-15,Home & Kitchen,75.98,4,12,Mobile,UPI,0,5,25-34,North
10849,2024-04-29,Beauty,5.0,5,6,Mobile,Wallet,0,0,35-44,Central
3100,2023-10-04,Home & Kitchen,89.52,4,9,Desktop,Credit Card,0,10,25-34,West
8129,2023-04-06,Sports,47.46,5,9,Desktop,UPI,0,0,35-44,West
9095,2023-03-20,Electronics,205.84,5,10,Desktop,UPI,0,10,25-34,East
9876,2024-09-07,Beauty,60.97,4,9,Mobile,Wallet,0,20,45-54,Central
3226,2024-04-28,Electronics,125.25,3,3,Desktop,Credit Card,0,0,18-24,East
5388,2024-05-25,Fashion,33.86,3,10,Mobile,UPI,0,10,35-44,North
3422,2024-02-10,Electronics,148.45,6,8,Tablet,UPI,0,10,25-34,North
8226,2024-07-14,Fashion,77.58,5,6,Mobile,Credit Card,0,25,18-24,East
10269,2024-03-16,Beauty,30.26,4,11,Mobile,COD,0,15,18-24,South
8316,2024-03-01,Books,23.66,3,7,Mobile,Wallet,0,0,25-34,East
3843,2024-08-29,Fashion,81.51,8,9,Desktop,Credit Card,0,0,25-34,North
5111,2024-04-04,Fashion,86.98,4,5,Mobile,UPI,0,0,35-44,East
6659,2024-05-21,Electronics,172.91,8,6,Tablet,UPI,0,0,25-34,South
2903,2023-12-06,Fashion,18.63,4,10,Mobile,Credit Card,1,0,25-34,South
5224,2024-04-11,Fashion,52.9,1,5,Mobile,COD,0,10,35-44,West
5979,2023-09-10,Electronics,137.4,5,6,Tablet,Credit Card,1,15,45-54,Central
6363,2024-01-03,Sports,72.46,5,3,Desktop,Debit Card,0,0,25-34,West
1425,2024-03-14,Sports,5.0,3,6,Desktop,Wallet,0,15,55+,Central
3401,2024-05-08,Electronics,102.1,5,2,Desktop,UPI,0,10,18-24,North
9941,2023-12-27,Fashion,55.62,2,7,Tablet,Wallet,1,10,18-24,North
8248,2023-09-18,Beauty,47.06,4,5,Tablet,UPI,0,0,25-34,East
1043,2024-08-19,Sports,133.23,4,5,Mobile,Wallet,0,20,25-34,Central
7298,2023-01-21,Electronics,189.54,3,6,Desktop,Wallet,0,5,25-34,East
6042,2024-11-26,Sports,42.09,7,4,Desktop,Credit Card,0,5,55+,West
2559,2024-02-28,Electronics,100.15,4,7,Mobile,Debit Card,0,25,55+,North
7035,2024-03-20,Books,14.55,8,2,Desktop,UPI,0,25,25-34,North
8071,2024-11-06,Electronics,126.51,6,2,Mobile,Wallet,0,15,25-34,West
5194,2023-10-14,Toys,38.16,5,10,Mobile,UPI,0,20,25-34,East
4951,2023-10-24,Fashion,37.35,4,5,Desktop,UPI,0,5,55+,South
1147,2023-07-27,Books,18.25,9,6,Desktop,UPI,0,0,35-44,West
3170,2023-09-29,Electronics,138.03,3,4,Desktop,UPI,1,0,35-44,West
9303,2024-10-21,Fashion,68.12,3,7,Tablet,Debit Card,0,10,25-34,South
6118,2023-04-02,Beauty,33.48,5,7,Desktop,Credit Card,0,0,35-44,West
8155,2023-07-21,Toys,24.27,6,6,Tablet,UPI,0,10,35-44,West
8297,2023-09-05,Toys,25.14,4,6,Mobile,COD,0,20,55+,North
5163,2023-12-12,Beauty,46.27,5,7,Tablet,Debit Card,0,5,35-44,South
9026,2023-07-09,Sports,49.69,5,4,Tablet,Credit Card,0,5,25-34,North
10019,2023-12-18,Toys,44.79,7,5,Mobile,UPI,0,0,25-34,East
10944,2023-06-12,Electronics,171.99,7,11,Mobile,UPI,0,10,35-44,Central
9067,2023-07-18,Electronics,84.65,6,5,Mobile,UPI,0,10,35-44,South
3939,2023-04-01,Electronics,224.32,5,7,Mobile,UPI,1,10,35-44,Central
6727,2023-12-07,Home & Kitchen,82.55,2,5,Mobile,Debit Card,0,10,18-24,South
9064,2024-11-10,Toys,25.67,11,5,Desktop,UPI,0,15,35-44,East
4616,2023-11-25,Home & Kitchen,138.55,5,4,Mobile,UPI,0,0,25-34,East
6405,2023-12-15,Home & Kitchen,79.62,9,8,Mobile,COD,0,25,45-54,South
8285,2023-03-23,Sports,80.03,6,6,Mobile,Credit Card,1,10,25-34,South
9351,2023-03-01,Toys,35.22,4,7,Desktop,Credit Card,0,0,35-44,East
6880,2024-02-18,Books,31.53,10,8,Mobile,COD,0,0,45-54,North
2013,2024-10-09,Sports,119.85,2,7,Mobile,Credit Card,0,0,35-44,East
9743,2024-12-16,Electronics,165.53,3,7,Desktop,Wallet,0,5,45-54,West
8391,2024-02-10,Home & Kitchen,82.28,7,13,Mobile,Debit Card,0,5,18-24,East
2175,2023-07-23,Fashion,82.43,6,7,Mobile,UPI,0,0,35-44,West
10355,2024-02-02,Fashion,48.4,7,4,Mobile,Credit Card,0,10,25-34,West
6247,2024-06-29,Fashion,65.93,2,8,Mobile,COD,1,5,25-34,Central
8518,2023-08-15,Sports,51.75,5,7,Mobile,Debit Card,0,5,18-24,West
7290,2024-05-16,Home & Kitchen,140.56,4,8,Mobile,Debit Card,0,0,45-54,West
2308,2023-09-04,Home & Kitchen,114.75,4,3,Mobile,Debit Card,1,0,45-54,West
10684,2023-03-12,Fashion,102.79,5,10,Mobile,Debit Card,0,5,18-24,Central
10433,2024-12-19,Toys,28.13,2,5,Desktop,Wallet,0,15,25-34,West
5827,2024-02-19,Books,27.27,4,8,Mobile,Wallet,0,10,18-24,South
6264,2023-08-27,Electronics,175.4,7,8,Mobile,Debit Card,0,10,18-24,East
2777,2024-03-31,Fashion,67.34,4,4,Mobile,UPI,1,10,45-54,North
1059,2023-06-24,Toys,58.18,4,7,Desktop,COD,0,15,25-34,South
10825,2024-08-11,Toys,22.23,5,7,Mobile,Credit Card,0,0,35-44,North
7986,2024-09-13,Home & Kitchen,60.62,3,4,Mobile,Wallet,0,0,55+,East
8860,2023-06-30,Home & Kitchen,62.91,2,6,Tablet,Wallet,0,20,18-24,South
9527,2024-09-19,Sports,29.58,8,9,Desktop,Wallet,0,10,55+,North
10022,2023-06-30,Beauty,8.12,6,5,Mobile,UPI,0,20,25-34,East
2592,2024-11-24,Toys,32.62,7,3,Desktop,Credit Card,0,5,25-34,West
5380,2024-12-07,Home & Kitchen,103.82,3,13,Mobile,Debit Card,0,0,45-54,East
7097,2024-10-04,Toys,31.88,6,10,Mobile,Credit Card,0,5,45-54,South
7458,2024-04-10,Home & Kitchen,53.84,7,11,Desktop,Credit Card,0,5,25-34,West
10151,2023-12-29,Books,29.71,2,8,Mobile,UPI,0,0,18-24,South
6717,2024-06-15,Electronics,81.92,4,13,Mobile,Credit Card,0,0,25-34,West
5166,2023-12-01,Books,5.21,6,9,Tablet,Wallet,0,10,18-24,West
7488,2024-07-08,Beauty,15.62,3,8,Desktop,Debit Card,0,15,35-44,East
9157,2024-03-02,Fashion,97.52,7,8,Desktop,UPI,1,25,25-34,West
10313,2023-06-04,Home & Kitchen,73.5,5,4,Mobile,UPI,1,10,55+,South
6419,2023-06-15,Fashion,90.53,4,3,Mobile,UPI,0,20,25-34,North
10290,2024-11-17,Toys,52.08,8,12,Mobile,Wallet,0,20,18-24,East
9334,2023-08-15,Home & Kitchen,18.16,7,9,Mobile,Wallet,0,20,35-44,West
2046,2024-05-15,Electronics,153.72,1,8,Mobile,COD,0,0,35-44,South
10260,2023-04-14,Electronics,196.36,7,14,Mobile,Credit Card,0,0,35-44,North
8636,2024-03-19,Beauty,22.8,6,2,Mobile,Wallet,0,10,18-24,South
5187,2024-12-23,Home & Kitchen,38.77,4,12,Desktop,Credit Card,0,15,35-44,North
4340,2023-10-16,Electronics,180.2,4,10,Desktop,Debit Card,0,5,18-24,South
7177,2024-05-13,Fashion,31.3,2,4,Desktop,UPI,1,0,35-44,South
5773,2023-09-17,Sports,78.04,4,14,Desktop,COD,0,25,25-34,West
4435,2023-04-20,Toys,45.54,5,11,Desktop,Debit Card,0,0,25-34,West
8300,2023-06-17,Electronics,203.31,4,8,Mobile,COD,0,10,35-44,South
7902,2024-05-12,Electronics,198.42,3,6,Mobile,Wallet,0,0,25-34,South
6799,2024-11-19,Electronics,226.91,4,9,Mobile,Wallet,1,20,45-54,East
1965,2023-10-14,Sports,41.8,5,10,Mobile,Credit Card,0,10,25-34,Central
8444,2024-08-16,Electronics,251.3,9,4,Mobile,UPI,0,0,35-44,South
10371,2023-09-07,Electronics,119.23,5,8,Tablet,Wallet,0,15,25-34,North
7678,2024-03-20,Fashion,34.07,4,7,Tablet,Debit Card,0,0,45-54,South
1500,2023-12-23,Sports,100.09,4,8,Mobile,UPI,0,0,25-34,North
5554,2023-01-22,Books,24.97,4,12,Tablet,Wallet,0,0,25-34,Central
1049,2023-02-22,Books,6.37,6,6,Mobile,UPI,1,15,18-24,Central
10161,2023-01-05,Beauty,53.98,2,5,Desktop,Credit Card,0,5,18-24,North
1987,2023-02-21,Books,22.27,4,6,Mobile,Debit Card,0,0,45-54,West
7771,2023-05-06,Beauty,40.53,6,5,Mobile,UPI,1,0,25-34,West
2115,2024-08-18,Electronics,121.48,5,9,Desktop,Debit Card,0,5,55+,East
4932,2024-06-11,Home & Kitchen,121.9,7,6,Desktop,Debit Card,0,10,25-34,West
10671,2023-11-21,Beauty,65.33,3,8,Desktop,Debit Card,0,25,35-44,South
5434,2024-11-05,Home & Kitchen,100.74,2,15,Mobile,COD,0,0,25-34,North
4567,2024-09-10,Electronics,75.12,3,8,Mobile,Debit Card,1,15,55+,East
2658,2023-10-05,Fashion,30.65,6,7,Mobile,UPI,0,10,18-24,West
8944,2024-02-22,Toys,23.44,5,5,Mobile,Wallet,0,20,35-44,Central
6800,2023-04-01,Beauty,55.41,4,7,Mobile,Debit Card,0,5,25-34,East
5376,2023-05-02,Books,17.41,6,8,Tablet,Credit Card,0,10,35-44,North
9017,2023-05-12,Books,24.97,3,9,Mobile,Credit Card,1,0,18-24,North
3815,2023-11-10,Electronics,114.33,5,6,Mobile,UPI,1,15,25-34,West
1970,2023-06-06,Electronics,234.05,6,8,Mobile,Wallet,0,0,25-34,North
8820,2024-09-13,Fashion,32.31,4,6,Desktop,Credit Card,0,15,45-54,North
6512,2023-12-30,Fashion,54.68,7,6,Desktop,Wallet,1,10,25-34,South
1207,2023-01-22,Beauty,36.21,3,7,Desktop,Debit Card,0,25,35-44,Central
1259,2024-05-07,Electronics,191.13,7,3,Mobile,Credit Card,0,0,55+,West
6025,2024-07-17,Fashion,68.65,4,5,Mobile,Debit Card,0,0,25-34,North
5358,2024-07-01,Electronics,238.9,5,8,Mobile,Credit Card,0,10,25-34,South
9974,2023-05-14,Fashion,91.13,5,8,Mobile,Credit Card,0,0,25-34,West
1504,2023-02-27,Fashion,43.2,3,4,Mobile,Credit Card,0,5,55+,West
10765,2024-12-10,Fashion,61.05,4,4,Mobile,Credit Card,0,0,25-34,North
2759,2024-01-15,Fashion,59.82,3,10,Mobile,Credit Card,0,15,18-24,South
8514,2024-03-16,Fashion,47.02,7,13,Tablet,Debit Card,0,0,35-44,Central
8760,2024-07-20,Fashion,23.02,6,7,Desktop,UPI,0,5,55+,South
4794,2024-07-27,Home & Kitchen,79.36,6,10,Desktop,UPI,0,5,25-34,West
4590,2024-09-27,Fashion,80.97,3,8,Desktop,Debit Card,0,0,25-34,South
7970,2023-02-28,Electronics,161.57,5,7,Desktop,Credit Card,0,10,25-34,South
10593,2024-12-02,Fashion,68.11,7,5,Desktop,Debit Card,0,5,25-34,South
9980,2024-05-16,Sports,110.16,3,5,Mobile,Wallet,0,0,55+,East
7285,2023-08-09,Electronics,97.61,4,6,Tablet,UPI,1,10,55+,North
4329,2024-10-14,Toys,23.87,2,7,Mobile,Debit Card,0,10,18-24,West
5012,2023-11-04,Fashion,49.71,8,7,Mobile,Credit Card,0,0,25-34,South
3092,2023-09-23,Electronics,214.69,4,5,Mobile,Debit Card,1,5,25-34,East
3967,2023-07-22,Fashion,81.5,5,6,Desktop,Credit Card,0,0,45-54,West
10261,2023-07-28,Electronics,165.88,5,8,Mobile,COD,1,10,18-24,East
2675,2023-08-26,Home & Kitchen,125.74,2,8,Mobile,Credit Card,0,5,25-34,South
5396,2024-04-11,Fashion,37.76,5,12,Desktop,Credit Card,0,20,25-34,East
1287,2023-06-20,Beauty,33.24,6,9,Mobile,Wallet,0,15,35-44,North
1785,2023-11-08,Beauty,45.81,4,8,Mobile,Credit Card,1,0,18-24,South
3316,2023-10-08,Home & Kitchen,73.47,9,6,Desktop,UPI,0,5,25-34,South
3838,2023-11-18,Home & Kitchen,107.12,7,8,Mobile,COD,0,10,35-44,West
8229,2023-01-01,Books,33.83,7,10,Mobile,Credit Card,0,0,25-34,East
9137,2024-08-31,Fashion,57.79,5,8,Desktop,Credit Card,0,25,35-44,South
9118,2024-11-26,Electronics,174.59,4,5,Mobile,Wallet,0,10,45-54,South
2265,2023-10-24,Fashion,82.27,4,8,Mobile,Credit Card,1,15,18-24,North
3983,2024-10-23,Electronics,195.9,3,9,Mobile,Debit Card,1,10,45-54,North
6901,2024-09-20,Fashion,102.49,6,9,Mobile,Debit Card,0,0,18-24,East
8931,2023-11-13,Home & Kitchen,93.33,3,11,Desktop,Wallet,0,5,18-24,South
9143,2024-01-05,Home & Kitchen,81.71,5,8,Tablet,UPI,0,10,18-24,Central
9030,2023-05-08,Electronics,91.74,3,4,Desktop,Wallet,1,0,55+,East
9262,2024-07-21,Electronics,171.03,7,8,Mobile,Credit Card,0,10,25-34,North
1611,2023-04-27,Electronics,94.92,3,7,Desktop,Credit Card,0,0,35-44,East
8228,2023-01-07,Electronics,92.49,5,6,Desktop,UPI,0,0,55+,West
4523,2023-01-05,Fashion,69.93,7,10,Mobile,COD,0,5,45-54,East
6512,2023-04-11,Fashion,52.06,5,7,Desktop,Wallet,0,0,25-34,West
4702,2023-12-04,Fashion,5.0,7,5,Desktop,COD,0,10,25-34,North
6424,2024-03-22,Fashion,115.72,5,5,Mobile,Credit Card,0,0,45-54,East
9382,2024-11-01,Fashion,25.12,4,7,Mobile,Credit Card,0,0,45-54,East
10939,2024-12-01,Electronics,134.72,7,5,Desktop,COD,0,0,25-34,Central
2628,2024-10-18,Fashion,31.5,4,6,Mobile,UPI,0,0,25-34,South
8907,2023-10-23,Fashion,53.87,6,4,Mobile,Wallet,0,0,55+,Central
4372,2023-05-23,Electronics,123.61,1,4,Mobile,UPI,0,10,25-34,East
9208,2023-02-19,Sports,51.16,7,5,Mobile,Credit Card,1,15,45-54,West
10789,2024-12-07,Books,19.23,4,8,Desktop,UPI,0,25,35-44,West
10258,2024-02-16,Fashion,34.5,8,5,Mobile,UPI,0,0,35-44,South
4139,2023-03-23,Electronics,182.21,2,6,Mobile,Wallet,1,10,25-34,West
3259,2023-08-25,Electronics,176.1,6,12,Mobile,Credit Card,0,0,45-54,West
3250,2024-10-21,Electronics,153.95,6,8,Desktop,Credit Card,0,5,18-24,East
7121,2023-03-29,Electronics,182.45,5,5,Mobile,Credit Card,0,0,25-34,Central
9181,2024-10-30,Fashion,84.81,6,4,Desktop,Debit Card,0,5,35-44,Central
1283,2024-07-09,Fashion,26.25,5,8,Desktop,Wallet,1,10,18-24,West
6725,2024-08-13,Sports,115.03,3,7,Mobile,UPI,0,0,45-54,South
8918,2024-08-25,Toys,58.41,7,5,Desktop,UPI,0,15,18-24,North
6237,2024-05-30,Books,26.87,4,8,Tablet,UPI,0,10,35-44,Central
9794,2024-11-11,Beauty,34.78,5,4,Mobile,Debit Card,0,0,55+,North
10555,2024-06-20,Fashion,111.05,4,7,Desktop,Credit Card,0,15,25-34,North
5075,2024-01-14,Books,28.95,5,6,Mobile,Wallet,0,0,55+,North
7162,2023-01-26,Electronics,60.26,4,9,Mobile,Credit Card,0,0,35-44,East
8636,2024-03-07,Toys,29.74,3,14,Tablet,Credit Card,0,20,25-34,South
6737,2023-05-28,Books,24.84,8,10,Desktop,Credit Card,0,10,25-34,Central
9992,2024-08-19,Fashion,29.57,4,5,Mobile,Credit Card,0,0,35-44,North
